STUDENT_ID,COLLEGE,MAJOR_NAME,CREDIT_1,CREDIT_2,GPA_1,EXTRA_ACTIVITY,COMPLETE_MAJOR,PF,AR_2016,AR_2017,AR_2018,AR_2019,EVERY_TIME,MAJOR_SCORE
58,Art&Design,서양화,18,18,2.0451,300,1,0,24.25,26.1,24.75,18.65,0.105,918.1700000000001
59,Art&Design,서양화,18,18,2.0015,300,1,0,24.25,26.1,24.75,18.65,0.105,916.2816666666666
60,Art&Design,서양화,18,18,1.9625,300,1,0,24.25,26.1,24.75,18.65,0.105,914.5933333333334
61,Art&Design,서양화,18,18,1.5197,250,1,0,24.25,26.1,24.75,18.65,0.105,849.8233333333334
62,Art&Design,서양화,18,18,1.4697,300,1,0,24.25,26.1,24.75,18.65,0.105,898.6333333333333
63,Art&Design,서양화,18,18,1.3055,300,1,0,24.25,26.1,24.75,18.65,0.105,893.2316666666667
64,Art&Design,서양화,18,18,1.2884,300,1,0,24.25,26.1,24.75,18.65,0.105,888.8683333333333
65,Art&Design,시각디자인,18,18,4.4997,300,0,1,28.636,33.455,29.409000000000002,21.682,0.35,599.32
66,Art&Design,시각디자인,18,18,4.4111,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,997.0366666666666
67,Art&Design,시각디자인,18,15,4.3955,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,982.3151515151516
68,Art&Design,시각디자인,18,18,4.2832,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,992.7466666666667
69,Art&Design,시각디자인,18,18,4.2816,0,1,1,28.636,33.455,29.409000000000002,21.682,0.35,692.6316666666667
70,Art&Design,시각디자인,18,18,4.2763,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,992.02
71,Art&Design,시각디자인,18,18,4.2126,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,990.3733333333333
72,Art&Design,시각디자인,18,12,4.1689,250,1,1,28.636,33.455,29.409000000000002,21.682,0.35,913.6926666666667
73,Art&Design,시각디자인,18,18,4.1486,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,987.8
74,Art&Design,시각디자인,18,18,4.1194,200,1,1,28.636,33.455,29.409000000000002,21.682,0.35,887.1
75,Art&Design,시각디자인,18,18,4.1021,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,986.53
76,Art&Design,시각디자인,18,18,4.0897,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,985.8566666666667
77,Art&Design,시각디자인,18,18,4.0589,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,985.1183333333333
78,Art&Design,시각디자인,18,18,4.0482,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,984.13
79,Art&Design,시각디자인,18,18,3.9539999999999997,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,981.8
80,Art&Design,시각디자인,18,18,3.9435,300,0,1,28.636,33.455,29.409000000000002,21.682,0.35,581.2066666666667
81,Art&Design,시각디자인,18,18,3.9289,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,980.9633333333334
82,Art&Design,시각디자인,18,18,3.9064,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,980.2133333333334
83,Art&Design,시각디자인,18,18,3.8589,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,978.63
84,Art&Design,시각디자인,18,18,3.8589,300,1,1,28.636,33.455,29.409000000000002,21.682,0.35,977.5983333333334
85,Art&Design,시각디자인,18,18,3.7969999999999997,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,976.465
86,Art&Design,시각디자인,18,18,3.7868,200,1,0,28.636,33.455,29.409000000000002,21.682,0.35,875.85
87,Art&Design,시각디자인,18,18,3.7642,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,975.4733333333334
88,Art&Design,시각디자인,12,18,3.7248,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,949.16
89,Art&Design,시각디자인,18,18,3.6623,200,1,0,28.636,33.455,29.409000000000002,21.682,0.35,871.505
90,Art&Design,시각디자인,18,18,3.6126,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,970.42
91,Art&Design,시각디자인,18,18,3.6126,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,970.42
92,Art&Design,시각디자인,18,18,3.5942,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,969.0966666666667
93,Art&Design,시각디자인,18,18,3.4568,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,964.4866666666667
94,Art&Design,시각디자인,18,18,3.3863,150,1,0,28.636,33.455,29.409000000000002,21.682,0.35,812.4633333333334
95,Art&Design,시각디자인,18,18,3.1986,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,954.7466666666667
96,Art&Design,시각디자인,18,18,3.0739,100,1,0,28.636,33.455,29.409000000000002,21.682,0.35,752.1483333333333
97,Art&Design,시각디자인,15,18,3.0459,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,939.03
98,Art&Design,시각디자인,18,18,3.0292,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,950.9300000000001
99,Art&Design,시각디자인,18,18,3.0266,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,949.6483333333333
100,Art&Design,시각디자인,18,18,2.9422,300,0,0,28.636,33.455,29.409000000000002,21.682,0.35,548.0733333333334
101,Art&Design,시각디자인,18,18,2.9422,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,944.85
102,Art&Design,시각디자인,18,18,2.7488,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,940.7183333333334
103,Art&Design,시각디자인,18,18,2.6799,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,939.2016666666667
104,Art&Design,시각디자인,18,18,2.6411,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,938.0366666666666
105,Art&Design,시각디자인,18,18,2.3712,200,1,0,28.636,33.455,29.409000000000002,21.682,0.35,823.605
106,Art&Design,시각디자인,18,18,2.0015,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,916.7166666666667
107,Art&Design,시각디자인,18,18,1.9754,250,1,0,28.636,33.455,29.409000000000002,21.682,0.35,864.8083333333334
108,Art&Design,시각디자인,18,18,1.7602,150,0,0,28.636,33.455,29.409000000000002,21.682,0.35,358.03499999999997
109,Art&Design,시각디자인,18,18,1.7219,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,906.415
110,Art&Design,시각디자인,18,18,1.5197,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,900.6566666666666
111,Art&Design,시각디자인,18,18,1.5197,300,1,0,28.636,33.455,29.409000000000002,21.682,0.35,892.7233333333334
112,Art&Design,실내디자인,18,18,4.4789,250,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,949.2966666666666
113,Art&Design,실내디자인,18,18,4.4789,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,998.9733333333334
114,Art&Design,실내디자인,18,18,4.4595,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,997.8433333333334
115,Art&Design,실내디자인,18,18,4.2832,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,992.6583333333333
116,Art&Design,실내디자인,18,18,4.2763,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,992.0733333333334
117,Art&Design,실내디자인,18,18,4.2481,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,991.5500000000001
118,Art&Design,실내디자인,18,18,4.231,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,991.0333333333333
119,Art&Design,실내디자인,18,18,4.2126,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,990.3733333333333
120,Art&Design,실내디자인,18,18,4.2098,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,989.645
121,Art&Design,실내디자인,18,18,4.1315,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,987.7166666666667
122,Art&Design,실내디자인,18,18,4.1194,300,0,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,586.8183333333334
123,Art&Design,실내디자인,15,18,4.0617,250,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,922.8390909090909
124,Art&Design,실내디자인,18,18,4.0509,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,984.175
125,Art&Design,실내디자인,18,18,3.9539999999999997,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,979.0133333333333
126,Art&Design,실내디자인,18,18,3.7858,50,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,725.8333333333334
127,Art&Design,실내디자인,18,18,3.7248,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,974.16
128,Art&Design,실내디자인,18,18,3.7108,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,973.6933333333334
129,Art&Design,실내디자인,18,18,3.7108,250,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,922.54
130,Art&Design,실내디자인,18,18,3.6416,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,971.1733333333333
131,Art&Design,실내디자인,18,18,3.628,300,1,1,23.87,29.273000000000003,23.409000000000002,18.364,0.15,970.9333333333334
132,Art&Design,실내디자인,18,18,3.628,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,970.1166666666667
133,Art&Design,실내디자인,18,18,3.5789999999999997,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,969.3
134,Art&Design,실내디자인,18,18,3.5516,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,968.2116666666667
135,Art&Design,실내디자인,18,18,3.4568,200,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,863.6383333333333
136,Art&Design,실내디자인,18,18,3.2732,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,957.8633333333333
137,Art&Design,실내디자인,18,18,3.0862,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,952.8733333333333
138,Art&Design,실내디자인,15,18,3.0739,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,939.9633333333334
139,Art&Design,실내디자인,18,18,3.0459,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,951.2516666666667
140,Art&Design,실내디자인,18,18,3.0154,150,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,796.0699999999999
141,Art&Design,실내디자인,18,18,2.6943,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,939.4416666666666
142,Art&Design,실내디자인,18,18,2.3712,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,929.04
143,Art&Design,실내디자인,18,18,2.0015,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,916.435
144,Art&Design,실내디자인,18,18,1.9754,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,915.8466666666667
145,Art&Design,실내디자인,15,18,1.9625,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,902.0184848484848
146,Art&Design,실내디자인,18,12,1.7602,50,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,633.1626666666666
147,Art&Design,실내디자인,18,18,1.663,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,905.4333333333334
148,Art&Design,실내디자인,15,18,1.4483,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,885.7766666666666
149,Art&Design,실내디자인,18,18,1.4483,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,895.8966666666666
150,Art&Design,실내디자인,18,18,1.3055,300,1,0,23.87,29.273000000000003,23.409000000000002,18.364,0.15,893.2316666666667
151,Art&Design,텍스타일디자인,18,18,4.4997,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,999.6433333333333
152,Art&Design,텍스타일디자인,18,18,4.4595,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,997.5833333333333
153,Art&Design,텍스타일디자인,18,18,4.3546,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,995.1533333333333
154,Art&Design,텍스타일디자인,18,18,4.3546,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,993.9366666666666
155,Art&Design,텍스타일디자인,18,18,4.2816,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,992.1616666666666
156,Art&Design,텍스타일디자인,18,18,4.2449,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,991.35
157,Art&Design,텍스타일디자인,18,18,4.2361,250,1,1,23.818,27.090999999999998,22.364,17.524,0.158,941.2033333333334
158,Art&Design,텍스타일디자인,18,18,4.2126,200,1,1,23.818,27.090999999999998,22.364,17.524,0.158,889.6916666666667
159,Art&Design,텍스타일디자인,18,18,4.1689,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,988.34
160,Art&Design,텍스타일디자인,18,18,4.1206,200,1,1,23.818,27.090999999999998,22.364,17.524,0.158,887.045
161,Art&Design,텍스타일디자인,18,18,4.1021,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,986.53
162,Art&Design,텍스타일디자인,18,12,4.0509,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,959.994
163,Art&Design,텍스타일디자인,18,15,3.9996,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,970.1290909090909
164,Art&Design,텍스타일디자인,18,18,3.9435,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,980.8483333333334
165,Art&Design,텍스타일디자인,18,18,3.9074,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,980.23
166,Art&Design,텍스타일디자인,18,18,3.8589,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,977.5983333333334
167,Art&Design,텍스타일디자인,18,18,3.7909,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,976.2783333333333
168,Art&Design,텍스타일디자인,18,18,3.7394,0,1,1,23.818,27.090999999999998,22.364,17.524,0.158,674.17
169,Art&Design,텍스타일디자인,18,18,3.6623,300,1,1,23.818,27.090999999999998,22.364,17.524,0.158,970.9416666666667
170,Art&Design,텍스타일디자인,18,18,3.5789999999999997,200,1,0,23.818,27.090999999999998,22.364,17.524,0.158,868.6683333333333
171,Art&Design,텍스타일디자인,18,18,3.465,50,1,0,23.818,27.090999999999998,22.364,17.524,0.158,715.5
172,Art&Design,텍스타일디자인,18,18,3.4124,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,963.3116666666667
173,Art&Design,텍스타일디자인,18,18,3.3615,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,960.8816666666667
174,Art&Design,텍스타일디자인,18,18,3.1986,100,1,0,23.818,27.090999999999998,22.364,17.524,0.158,754.075
175,Art&Design,텍스타일디자인,18,18,3.0317,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,951.0566666666666
176,Art&Design,텍스타일디자인,18,18,3.0292,250,1,0,23.818,27.090999999999998,22.364,17.524,0.158,900.9733333333334
177,Art&Design,텍스타일디자인,18,18,3.0266,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,950.7
178,Art&Design,텍스타일디자인,18,18,3.0154,300,0,0,23.818,27.090999999999998,22.364,17.524,0.158,546.0699999999999
179,Art&Design,텍스타일디자인,18,18,2.6722,250,1,0,23.818,27.090999999999998,22.364,17.524,0.158,888.5550000000001
180,Art&Design,텍스타일디자인,18,18,2.6411,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,936.8166666666666
181,Art&Design,텍스타일디자인,18,18,2.5679,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,932.2666666666667
182,Art&Design,텍스타일디자인,18,15,2.3681,150,1,0,23.818,27.090999999999998,22.364,17.524,0.158,765.6851515151516
183,Art&Design,텍스타일디자인,18,18,2.3185,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,927.2833333333333
184,Art&Design,텍스타일디자인,18,15,2.0451,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,904.7533333333333
185,Art&Design,텍스타일디자인,18,18,1.9846,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,915.785
186,Art&Design,텍스타일디자인,18,18,1.9625,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,912.045
187,Art&Design,텍스타일디자인,18,18,1.663,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,902.2116666666667
188,Art&Design,텍스타일디자인,18,18,1.3055,300,1,0,23.818,27.090999999999998,22.364,17.524,0.158,889.1533333333333
189,과학기술,컴퓨터공학,18,18,4.4846,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,999.3516666666667
190,과학기술,컴퓨터공학,18,18,4.4546,250,1,1,7.898,7.745,17.0,11.847999999999999,0.523,947.405
191,과학기술,컴퓨터공학,18,18,4.3787,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,995.5116666666667
192,과학기술,컴퓨터공학,18,18,4.3346,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,994.4116666666666
193,과학기술,컴퓨터공학,18,18,4.3249,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,994.0383333333333
194,과학기술,컴퓨터공학,18,18,4.3024,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,993.4133333333333
195,과학기술,컴퓨터공학,18,18,4.2859,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,992.775
196,과학기술,컴퓨터공학,15,18,4.2717,300,0,1,7.898,7.745,17.0,11.847999999999999,0.523,579.2318181818182
197,과학기술,컴퓨터공학,18,15,4.2037,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,977.6233333333333
198,과학기술,컴퓨터공학,15,18,4.1706,300,0,1,7.898,7.745,17.0,11.847999999999999,0.523,576.3054545454545
199,과학기술,컴퓨터공학,18,18,4.1588,150,1,1,7.898,7.745,17.0,11.847999999999999,0.523,838.4466666666667
200,과학기술,컴퓨터공학,18,18,4.1308,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,986.55
201,과학기술,컴퓨터공학,18,18,4.0381,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,984.455
202,과학기술,컴퓨터공학,18,15,4.0214,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,971.1936363636364
203,과학기술,컴퓨터공학,18,18,3.9894,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,982.5666666666666
204,과학기술,컴퓨터공학,18,18,3.9638,200,1,1,7.898,7.745,17.0,11.847999999999999,0.523,882.0483333333333
205,과학기술,컴퓨터공학,18,18,3.9457,250,1,1,7.898,7.745,17.0,11.847999999999999,0.523,931.15
206,과학기술,컴퓨터공학,18,18,3.9016,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,980.0533333333333
207,과학기술,컴퓨터공학,18,18,3.8907,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,979.38
208,과학기술,컴퓨터공학,15,18,3.8721,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,966.4136363636363
209,과학기술,컴퓨터공학,18,18,3.8483,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,978.2283333333334
210,과학기술,컴퓨터공학,18,18,3.8405,250,1,1,7.898,7.745,17.0,11.847999999999999,0.523,927.8483333333334
211,과학기술,컴퓨터공학,18,18,3.7843,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,975.7166666666667
212,과학기술,컴퓨터공학,18,18,3.7484,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,974.5766666666667
213,과학기술,컴퓨터공학,18,18,3.6934,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,972.9516666666667
214,과학기술,컴퓨터공학,18,18,3.6784,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,972.6133333333333
215,과학기술,컴퓨터공학,18,18,3.6712,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,972.2383333333333
216,과학기술,컴퓨터공학,18,18,3.6466,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,971.305
217,과학기술,컴퓨터공학,18,18,3.6238,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,970.185
218,과학기술,컴퓨터공학,18,18,3.5777,150,1,1,7.898,7.745,17.0,11.847999999999999,0.523,818.5166666666667
219,과학기술,컴퓨터공학,18,18,3.5333,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,967.0666666666666
220,과학기술,컴퓨터공학,18,18,3.4744,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,965.8133333333333
221,과학기술,컴퓨터공학,18,18,3.4610000000000003,200,1,1,7.898,7.745,17.0,11.847999999999999,0.523,865.36
222,과학기술,컴퓨터공학,18,18,3.4403,200,1,1,7.898,7.745,17.0,11.847999999999999,0.523,863.4133333333333
223,과학기술,컴퓨터공학,18,18,3.361,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,961.8233333333333
224,과학기술,컴퓨터공학,18,18,3.3484,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,961.525
225,과학기술,컴퓨터공학,18,18,3.3383,300,0,1,7.898,7.745,17.0,11.847999999999999,0.523,560.99
226,과학기술,컴퓨터공학,18,18,3.318,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,960.6
227,과학기술,컴퓨터공학,18,18,3.2892,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,958.7966666666666
228,과학기술,컴퓨터공학,18,18,3.235,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,957.8333333333334
229,과학기술,컴퓨터공학,18,18,3.2001,300,1,1,7.898,7.745,17.0,11.847999999999999,0.523,955.9533333333334
